StimSet,UpBrack,StimDur,RetStart,RetDur,ProbeStart,ProbeDur,ProbeLet,BotBrack,TrialDur,ITI,TrialITIDur,Correct,ProbeDurITI
NWQMYF,3,2,2,5,7,2,jhbrxg,6,9,2,13.051,2,6.051
