0.5460 	WARNING 	Movie2 stim could not be imported and won't be available
3091.5349 	EXP 	UpperText: text = ' B M L J W Y '
3091.5349 	EXP 	UpperBrackets: text = '  {   }      '
3091.5349 	EXP 	LowerText: text = ' k t n x f h '
3091.5349 	EXP 	LowerBrackets: text = '  { }        '
3091.5349 	EXP 	TopUpperLine: autoDraw = True
3091.5349 	EXP 	UpperText: autoDraw = True
3091.5349 	EXP 	UpperBrackets: autoDraw = True
3091.5349 	EXP 	BotUpperLine: autoDraw = True
3091.5349 	EXP 	TopLowerLine: autoDraw = True
3091.5349 	EXP 	BotLowerLine: autoDraw = True
3091.5349 	EXP 	TrialCrossHair: autoDraw = True
3091.5351 	EXP 	window1: recordFrameIntervals = False
3093.1358 	DATA 	Keypress: equal
3093.4856 	EXP 	UpperText: autoDraw = False
3093.4856 	EXP 	UpperBrackets: autoDraw = False
3093.5024 	EXP 	LowerText: autoDraw = True
3093.5024 	EXP 	LowerBrackets: autoDraw = True
3094.5201 	DATA 	Keypress: 8
3095.1366 	DATA 	Keypress: equal
3095.4863 	EXP 	LowerText: autoDraw = False
3095.4863 	EXP 	LowerBrackets: autoDraw = False
3095.4863 	EXP 	TrialCrossHair: autoDraw = False
3095.5030 	EXP 	RestCrossHair: autoDraw = True
3097.1373 	DATA 	Keypress: equal
3099.1382 	DATA 	Keypress: equal
3099.5558 	EXP 	New trial (rep=0, index=46): {'RetDur': 0, 'BotBrack': 2, 'StimDur': 2, 'UpBrack': 123456, 'ProbeDurITI': 6.2020000000000008, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 4.202, 'StimSet': 'KHGWLF', 'RetStart': 2, 'ProbeLet': 'dqyxtn', 'TrialITIDur': 8.202, 'Correct': 7}
3099.5872 	EXP 	window1: recordFrameIntervals = False
3099.6044 	EXP 	TopUpperLine: autoDraw = False
3099.6044 	EXP 	BotUpperLine: autoDraw = False
3099.6044 	EXP 	TopLowerLine: autoDraw = False
3099.6044 	EXP 	BotLowerLine: autoDraw = False
3099.6044 	EXP 	RestCrossHair: autoDraw = False
3099.6044 	EXP 	TopUpperLine: autoDraw = False
3099.6044 	EXP 	UpperText: autoDraw = False
3099.6044 	EXP 	UpperBrackets: autoDraw = False
3099.6044 	EXP 	BotUpperLine: autoDraw = False
3099.6044 	EXP 	TopLowerLine: autoDraw = False
3099.6044 	EXP 	LowerText: autoDraw = False
3099.6044 	EXP 	LowerBrackets: autoDraw = False
3099.6044 	EXP 	BotLowerLine: autoDraw = False
3099.6044 	EXP 	TrialCrossHair: autoDraw = False
3099.6044 	EXP 	RestCrossHair: autoDraw = False
3099.6044 	EXP 	UpperText: text = ' K H G W L F '
3099.6044 	EXP 	UpperBrackets: text = '{           }'
3099.6044 	EXP 	LowerText: text = ' d q y x t n '
3099.6044 	EXP 	LowerBrackets: text = '  { }        '
3099.6044 	EXP 	TopUpperLine: autoDraw = True
3099.6044 	EXP 	UpperText: autoDraw = True
3099.6044 	EXP 	UpperBrackets: autoDraw = True
3099.6044 	EXP 	BotUpperLine: autoDraw = True
3099.6044 	EXP 	TopLowerLine: autoDraw = True
3099.6044 	EXP 	BotLowerLine: autoDraw = True
3099.6044 	EXP 	TrialCrossHair: autoDraw = True
3099.6049 	EXP 	window1: recordFrameIntervals = False
3101.1389 	DATA 	Keypress: equal
3101.5719 	EXP 	UpperText: autoDraw = False
3101.5719 	EXP 	UpperBrackets: autoDraw = False
3101.5886 	EXP 	LowerText: autoDraw = True
3101.5886 	EXP 	LowerBrackets: autoDraw = True
3103.1231 	DATA 	Keypress: 8
3103.1396 	DATA 	Keypress: equal
3103.5729 	EXP 	LowerText: autoDraw = False
3103.5729 	EXP 	LowerBrackets: autoDraw = False
3103.5729 	EXP 	TrialCrossHair: autoDraw = False
3103.5896 	EXP 	RestCrossHair: autoDraw = True
3105.1405 	DATA 	Keypress: equal
3107.1412 	DATA 	Keypress: equal
3107.7589 	EXP 	New trial (rep=0, index=47): {'RetDur': 5, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 12345, 'ProbeDurITI': 7.6710000000000003, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 5.6710000000000003, 'StimSet': 'KYTQLJ', 'RetStart': 2, 'ProbeLet': 'qxgwrd', 'TrialITIDur': 14.670999999999999, 'Correct': 6}
3107.7903 	EXP 	window1: recordFrameIntervals = False
3107.8077 	EXP 	TopUpperLine: autoDraw = False
3107.8077 	EXP 	BotUpperLine: autoDraw = False
3107.8077 	EXP 	TopLowerLine: autoDraw = False
3107.8077 	EXP 	BotLowerLine: autoDraw = False
3107.8077 	EXP 	RestCrossHair: autoDraw = False
3107.8077 	EXP 	TopUpperLine: autoDraw = False
3107.8077 	EXP 	UpperText: autoDraw = False
3107.8077 	EXP 	UpperBrackets: autoDraw = False
3107.8077 	EXP 	BotUpperLine: autoDraw = False
3107.8077 	EXP 	TopLowerLine: autoDraw = False
3107.8077 	EXP 	LowerText: autoDraw = False
3107.8077 	EXP 	LowerBrackets: autoDraw = False
3107.8077 	EXP 	BotLowerLine: autoDraw = False
3107.8077 	EXP 	TrialCrossHair: autoDraw = False
3107.8077 	EXP 	RestCrossHair: autoDraw = False
3107.8077 	EXP 	UpperText: text = ' K Y T Q L J '
3107.8077 	EXP 	UpperBrackets: text = '{         }  '
3107.8077 	EXP 	LowerText: text = ' q x g w r d '
3107.8077 	EXP 	LowerBrackets: text = '{ }          '
3107.8077 	EXP 	TopUpperLine: autoDraw = True
3107.8077 	EXP 	UpperText: autoDraw = True
3107.8077 	EXP 	UpperBrackets: autoDraw = True
3107.8077 	EXP 	BotUpperLine: autoDraw = True
3107.8077 	EXP 	TopLowerLine: autoDraw = True
3107.8077 	EXP 	BotLowerLine: autoDraw = True
3107.8077 	EXP 	TrialCrossHair: autoDraw = True
3107.8081 	EXP 	window1: recordFrameIntervals = False
3109.1422 	DATA 	Keypress: equal
3109.7751 	EXP 	UpperText: autoDraw = False
3109.7751 	EXP 	UpperBrackets: autoDraw = False
3111.1428 	DATA 	Keypress: equal
3113.1437 	DATA 	Keypress: equal
3114.7769 	EXP 	LowerText: autoDraw = True
3114.7769 	EXP 	LowerBrackets: autoDraw = True
3115.1444 	DATA 	Keypress: equal
3116.5118 	DATA 	Keypress: 7
3116.7775 	EXP 	LowerText: autoDraw = False
3116.7775 	EXP 	LowerBrackets: autoDraw = False
3116.7775 	EXP 	TrialCrossHair: autoDraw = False
3116.7775 	EXP 	RestCrossHair: autoDraw = True
3117.1449 	DATA 	Keypress: equal
3119.1456 	DATA 	Keypress: equal
3121.1465 	DATA 	Keypress: equal
3122.4317 	EXP 	New trial (rep=0, index=48): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 1, 'ProbeDurITI': 4.1890000000000001, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.1890000000000001, 'StimSet': 'XYLWHD', 'RetStart': 2, 'ProbeLet': ' ', 'TrialITIDur': 6.1890000000000001, 'Correct': 7}
3122.4532 	EXP 	window1: recordFrameIntervals = False
3122.4799 	EXP 	TopUpperLine: autoDraw = False
3122.4799 	EXP 	BotUpperLine: autoDraw = False
3122.4799 	EXP 	TopLowerLine: autoDraw = False
3122.4799 	EXP 	BotLowerLine: autoDraw = False
3122.4799 	EXP 	RestCrossHair: autoDraw = False
3122.4799 	EXP 	TopUpperLine: autoDraw = False
3122.4799 	EXP 	UpperText: autoDraw = False
3122.4799 	EXP 	UpperBrackets: autoDraw = False
3122.4799 	EXP 	BotUpperLine: autoDraw = False
3122.4799 	EXP 	TopLowerLine: autoDraw = False
3122.4799 	EXP 	LowerText: autoDraw = False
3122.4799 	EXP 	LowerBrackets: autoDraw = False
3122.4799 	EXP 	BotLowerLine: autoDraw = False
3122.4799 	EXP 	TrialCrossHair: autoDraw = False
3122.4799 	EXP 	RestCrossHair: autoDraw = False
3122.4799 	EXP 	UpperText: text = ' X Y L W H D '
3122.4799 	EXP 	UpperBrackets: text = '{ }          '
3122.4799 	EXP 	LowerText: text = '   '
3122.4799 	EXP 	LowerBrackets: text = ''
3122.4799 	EXP 	TopUpperLine: autoDraw = True
3122.4799 	EXP 	UpperText: autoDraw = True
3122.4799 	EXP 	UpperBrackets: autoDraw = True
3122.4799 	EXP 	BotUpperLine: autoDraw = True
3122.4799 	EXP 	TopLowerLine: autoDraw = True
3122.4799 	EXP 	BotLowerLine: autoDraw = True
3122.4799 	EXP 	TrialCrossHair: autoDraw = True
3122.4801 	EXP 	window1: recordFrameIntervals = False
3123.2555 	DATA 	Keypress: equal
3124.4473 	EXP 	UpperText: autoDraw = False
3124.4473 	EXP 	UpperBrackets: autoDraw = False
3124.4473 	EXP 	TrialCrossHair: autoDraw = False
3124.4640 	EXP 	LowerText: autoDraw = True
3124.4640 	EXP 	LowerBrackets: autoDraw = True
3124.4640 	EXP 	RestCrossHair: autoDraw = True
3124.4807 	EXP 	LowerText: autoDraw = False
3124.4807 	EXP 	LowerBrackets: autoDraw = False
3125.1481 	DATA 	Keypress: equal
3127.1487 	DATA 	Keypress: equal
3128.6168 	EXP 	New trial (rep=0, index=49): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 3456, 'ProbeDurITI': 4.3630000000000004, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.3630000000000004, 'StimSet': 'LNFKGJ', 'RetStart': 2, 'ProbeLet': ' ', 'TrialITIDur': 11.363, 'Correct': 6}
3128.6387 	EXP 	window1: recordFrameIntervals = False
3128.6654 	EXP 	TopUpperLine: autoDraw = False
3128.6654 	EXP 	BotUpperLine: autoDraw = False
3128.6654 	EXP 	TopLowerLine: autoDraw = False
3128.6654 	EXP 	BotLowerLine: autoDraw = False
3128.6654 	EXP 	RestCrossHair: autoDraw = False
3128.6654 	EXP 	TopUpperLine: autoDraw = False
3128.6654 	EXP 	UpperText: autoDraw = False
3128.6654 	EXP 	UpperBrackets: autoDraw = False
3128.6654 	EXP 	BotUpperLine: autoDraw = False
3128.6654 	EXP 	TopLowerLine: autoDraw = False
3128.6654 	EXP 	LowerText: autoDraw = False
3128.6654 	EXP 	LowerBrackets: autoDraw = False
3128.6654 	EXP 	BotLowerLine: autoDraw = False
3128.6654 	EXP 	TrialCrossHair: autoDraw = False
3128.6654 	EXP 	RestCrossHair: autoDraw = False
3128.6654 	EXP 	UpperText: text = ' L N F K G J '
3128.6654 	EXP 	UpperBrackets: text = '    {       }'
3128.6654 	EXP 	LowerText: text = '   '
3128.6654 	EXP 	LowerBrackets: text = ''
3128.6654 	EXP 	TopUpperLine: autoDraw = True
3128.6654 	EXP 	UpperText: autoDraw = True
3128.6654 	EXP 	UpperBrackets: autoDraw = True
3128.6654 	EXP 	BotUpperLine: autoDraw = True
3128.6654 	EXP 	TopLowerLine: autoDraw = True
3128.6654 	EXP 	BotLowerLine: autoDraw = True
3128.6654 	EXP 	TrialCrossHair: autoDraw = True
3128.6656 	EXP 	window1: recordFrameIntervals = False
3129.4414 	DATA 	Keypress: equal
3130.6323 	EXP 	UpperText: autoDraw = False
3130.6323 	EXP 	UpperBrackets: autoDraw = False
3131.1497 	DATA 	Keypress: equal
3133.1503 	DATA 	Keypress: equal
3135.1510 	DATA 	Keypress: equal
3135.6340 	EXP 	TrialCrossHair: autoDraw = False
3135.6507 	EXP 	LowerText: autoDraw = True
3135.6507 	EXP 	LowerBrackets: autoDraw = True
3135.6507 	EXP 	RestCrossHair: autoDraw = True
3135.6674 	EXP 	LowerText: autoDraw = False
3135.6674 	EXP 	LowerBrackets: autoDraw = False
3137.1518 	DATA 	Keypress: equal
3139.1526 	DATA 	Keypress: equal
3139.9700 	EXP 	New trial (rep=0, index=50): {'RetDur': 5, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 23456, 'ProbeDurITI': 6.0520000000000005, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0519999999999996, 'StimSet': 'GYHWQK', 'RetStart': 2, 'ProbeLet': 'djxnrf', 'TrialITIDur': 13.052, 'Correct': 7}
3139.9997 	EXP 	window1: recordFrameIntervals = False
3140.0188 	EXP 	TopUpperLine: autoDraw = False
3140.0188 	EXP 	BotUpperLine: autoDraw = False
3140.0188 	EXP 	TopLowerLine: autoDraw = False
3140.0188 	EXP 	BotLowerLine: autoDraw = False
3140.0188 	EXP 	RestCrossHair: autoDraw = False
3140.0188 	EXP 	TopUpperLine: autoDraw = False
3140.0188 	EXP 	UpperText: autoDraw = False
3140.0188 	EXP 	UpperBrackets: autoDraw = False
3140.0188 	EXP 	BotUpperLine: autoDraw = False
3140.0188 	EXP 	TopLowerLine: autoDraw = False
3140.0188 	EXP 	LowerText: autoDraw = False
3140.0188 	EXP 	LowerBrackets: autoDraw = False
3140.0188 	EXP 	BotLowerLine: autoDraw = False
3140.0188 	EXP 	TrialCrossHair: autoDraw = False
3140.0188 	EXP 	RestCrossHair: autoDraw = False
3140.0188 	EXP 	UpperText: text = ' G Y H W Q K '
3140.0188 	EXP 	UpperBrackets: text = '  {         }'
3140.0188 	EXP 	LowerText: text = ' d j x n r f '
3140.0188 	EXP 	LowerBrackets: text = '{ }          '
3140.0188 	EXP 	TopUpperLine: autoDraw = True
3140.0188 	EXP 	UpperText: autoDraw = True
3140.0188 	EXP 	UpperBrackets: autoDraw = True
3140.0188 	EXP 	BotUpperLine: autoDraw = True
3140.0188 	EXP 	TopLowerLine: autoDraw = True
3140.0188 	EXP 	BotLowerLine: autoDraw = True
3140.0188 	EXP 	TrialCrossHair: autoDraw = True
3140.0190 	EXP 	window1: recordFrameIntervals = False
3141.1533 	DATA 	Keypress: equal
3141.9862 	EXP 	UpperText: autoDraw = False
3141.9862 	EXP 	UpperBrackets: autoDraw = False
3143.1540 	DATA 	Keypress: equal
3145.1545 	DATA 	Keypress: equal
3146.9880 	EXP 	LowerText: autoDraw = True
3146.9880 	EXP 	LowerBrackets: autoDraw = True
3147.1556 	DATA 	Keypress: equal
3148.2059 	DATA 	Keypress: 8
3148.9887 	EXP 	LowerText: autoDraw = False
3148.9887 	EXP 	LowerBrackets: autoDraw = False
3148.9887 	EXP 	TrialCrossHair: autoDraw = False
3148.9887 	EXP 	RestCrossHair: autoDraw = True
3149.1560 	DATA 	Keypress: equal
3151.1567 	DATA 	Keypress: equal
3153.0244 	EXP 	New trial (rep=0, index=51): {'RetDur': 0, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 45, 'ProbeDurITI': 6.1210000000000004, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 4.1210000000000004, 'StimSet': 'RYNLWB', 'RetStart': 2, 'ProbeLet': 'jmtghl', 'TrialITIDur': 8.1210000000000004, 'Correct': 6}
3153.0575 	EXP 	window1: recordFrameIntervals = False
3153.0735 	EXP 	TopUpperLine: autoDraw = False
3153.0735 	EXP 	BotUpperLine: autoDraw = False
3153.0735 	EXP 	TopLowerLine: autoDraw = False
3153.0735 	EXP 	BotLowerLine: autoDraw = False
3153.0735 	EXP 	RestCrossHair: autoDraw = False
3153.0735 	EXP 	TopUpperLine: autoDraw = False
3153.0735 	EXP 	UpperText: autoDraw = False
3153.0735 	EXP 	UpperBrackets: autoDraw = False
3153.0735 	EXP 	BotUpperLine: autoDraw = False
3153.0735 	EXP 	TopLowerLine: autoDraw = False
3153.0735 	EXP 	LowerText: autoDraw = False
3153.0735 	EXP 	LowerBrackets: autoDraw = False
3153.0735 	EXP 	BotLowerLine: autoDraw = False
3153.0735 	EXP 	TrialCrossHair: autoDraw = False
3153.0735 	EXP 	RestCrossHair: autoDraw = False
3153.0735 	EXP 	UpperText: text = ' R Y N L W B '
3153.0735 	EXP 	UpperBrackets: text = '      {   }  '
3153.0735 	EXP 	LowerText: text = ' j m t g h l '
3153.0735 	EXP 	LowerBrackets: text = '          { }'
3153.0735 	EXP 	TopUpperLine: autoDraw = True
3153.0735 	EXP 	UpperText: autoDraw = True
3153.0735 	EXP 	UpperBrackets: autoDraw = True
3153.0735 	EXP 	BotUpperLine: autoDraw = True
3153.0735 	EXP 	TopLowerLine: autoDraw = True
3153.0735 	EXP 	BotLowerLine: autoDraw = True
3153.0735 	EXP 	TrialCrossHair: autoDraw = True
3153.0739 	EXP 	window1: recordFrameIntervals = False
3153.8602 	DATA 	Keypress: equal
3155.0409 	EXP 	UpperText: autoDraw = False
3155.0409 	EXP 	UpperBrackets: autoDraw = False
3155.0575 	EXP 	LowerText: autoDraw = True
3155.0575 	EXP 	LowerBrackets: autoDraw = True
3155.1581 	DATA 	Keypress: equal
3155.9090 	DATA 	Keypress: 7
3157.0417 	EXP 	LowerText: autoDraw = False
3157.0417 	EXP 	LowerBrackets: autoDraw = False
3157.0417 	EXP 	TrialCrossHair: autoDraw = False
3157.0417 	EXP 	RestCrossHair: autoDraw = True
3157.1590 	DATA 	Keypress: equal
3159.1598 	DATA 	Keypress: equal
3161.1446 	EXP 	New trial (rep=0, index=52): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 23456, 'ProbeDurITI': 4.1029999999999998, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.1029999999999998, 'StimSet': 'TYBDRX', 'RetStart': 2, 'ProbeLet': ' ', 'TrialITIDur': 6.1029999999999998, 'Correct': 7}
3161.1656 	EXP 	window1: recordFrameIntervals = False
3161.1662 	DATA 	Keypress: equal
3161.1934 	EXP 	TopUpperLine: autoDraw = False
3161.1934 	EXP 	BotUpperLine: autoDraw = False
3161.1934 	EXP 	TopLowerLine: autoDraw = False
3161.1934 	EXP 	BotLowerLine: autoDraw = False
3161.1934 	EXP 	RestCrossHair: autoDraw = False
3161.1934 	EXP 	TopUpperLine: autoDraw = False
3161.1934 	EXP 	UpperText: autoDraw = False
3161.1934 	EXP 	UpperBrackets: autoDraw = False
3161.1934 	EXP 	BotUpperLine: autoDraw = False
3161.1934 	EXP 	TopLowerLine: autoDraw = False
3161.1934 	EXP 	LowerText: autoDraw = False
3161.1934 	EXP 	LowerBrackets: autoDraw = False
3161.1934 	EXP 	BotLowerLine: autoDraw = False
3161.1934 	EXP 	TrialCrossHair: autoDraw = False
3161.1934 	EXP 	RestCrossHair: autoDraw = False
3161.1934 	EXP 	UpperText: text = ' T Y B D R X '
3161.1934 	EXP 	UpperBrackets: text = '  {         }'
3161.1934 	EXP 	LowerText: text = '   '
3161.1934 	EXP 	LowerBrackets: text = ''
3161.1934 	EXP 	TopUpperLine: autoDraw = True
3161.1934 	EXP 	UpperText: autoDraw = True
3161.1934 	EXP 	UpperBrackets: autoDraw = True
3161.1934 	EXP 	BotUpperLine: autoDraw = True
3161.1934 	EXP 	TopLowerLine: autoDraw = True
3161.1934 	EXP 	BotLowerLine: autoDraw = True
3161.1934 	EXP 	TrialCrossHair: autoDraw = True
3161.1936 	EXP 	window1: recordFrameIntervals = False
3163.1607 	EXP 	UpperText: autoDraw = False
3163.1607 	EXP 	UpperBrackets: autoDraw = False
3163.1607 	EXP 	TrialCrossHair: autoDraw = False
3163.1615 	DATA 	Keypress: equal
3163.1774 	EXP 	LowerText: autoDraw = True
3163.1774 	EXP 	LowerBrackets: autoDraw = True
3163.1774 	EXP 	RestCrossHair: autoDraw = True
3163.1942 	EXP 	LowerText: autoDraw = False
3163.1942 	EXP 	LowerBrackets: autoDraw = False
3165.1622 	DATA 	Keypress: equal
3167.1628 	DATA 	Keypress: equal
3167.2469 	EXP 	New trial (rep=0, index=53): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 234, 'ProbeDurITI': 4.0449999999999999, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.0449999999999999, 'StimSet': 'XDYGRT', 'RetStart': 2, 'ProbeLet': ' ', 'TrialITIDur': 6.0449999999999999, 'Correct': 7}
3167.2680 	EXP 	window1: recordFrameIntervals = False
3167.2956 	EXP 	TopUpperLine: autoDraw = False
3167.2956 	EXP 	BotUpperLine: autoDraw = False
3167.2956 	EXP 	TopLowerLine: autoDraw = False
3167.2956 	EXP 	BotLowerLine: autoDraw = False
3167.2956 	EXP 	RestCrossHair: autoDraw = False
3167.2956 	EXP 	TopUpperLine: autoDraw = False
3167.2956 	EXP 	UpperText: autoDraw = False
3167.2956 	EXP 	UpperBrackets: autoDraw = False
3167.2956 	EXP 	BotUpperLine: autoDraw = False
3167.2956 	EXP 	TopLowerLine: autoDraw = False
3167.2956 	EXP 	LowerText: autoDraw = False
3167.2956 	EXP 	LowerBrackets: autoDraw = False
3167.2956 	EXP 	BotLowerLine: autoDraw = False
3167.2956 	EXP 	TrialCrossHair: autoDraw = False
3167.2956 	EXP 	RestCrossHair: autoDraw = False
3167.2956 	EXP 	UpperText: text = ' X D Y G R T '
3167.2956 	EXP 	UpperBrackets: text = '  {     }    '
3167.2956 	EXP 	LowerText: text = '   '
3167.2956 	EXP 	LowerBrackets: text = ''
3167.2956 	EXP 	TopUpperLine: autoDraw = True
3167.2956 	EXP 	UpperText: autoDraw = True
3167.2956 	EXP 	UpperBrackets: autoDraw = True
3167.2956 	EXP 	BotUpperLine: autoDraw = True
3167.2956 	EXP 	TopLowerLine: autoDraw = True
3167.2956 	EXP 	BotLowerLine: autoDraw = True
3167.2956 	EXP 	TrialCrossHair: autoDraw = True
3167.2958 	EXP 	window1: recordFrameIntervals = False
3169.1636 	DATA 	Keypress: equal
3169.2631 	EXP 	UpperText: autoDraw = False
3169.2631 	EXP 	UpperBrackets: autoDraw = False
3169.2631 	EXP 	TrialCrossHair: autoDraw = False
3169.2796 	EXP 	LowerText: autoDraw = True
3169.2796 	EXP 	LowerBrackets: autoDraw = True
3169.2796 	EXP 	RestCrossHair: autoDraw = True
3169.2963 	EXP 	LowerText: autoDraw = False
3169.2963 	EXP 	LowerBrackets: autoDraw = False
3171.1644 	DATA 	Keypress: equal
3173.1651 	DATA 	Keypress: equal
3173.2822 	EXP 	New trial (rep=0, index=54): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 123, 'ProbeDurITI': 4.0099999999999998, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.0099999999999998, 'StimSet': 'HYDTGR', 'RetStart': 2, 'ProbeLet': ' ', 'TrialITIDur': 6.0099999999999998, 'Correct': 6}
3173.3016 	EXP 	window1: recordFrameIntervals = False
3173.3143 	EXP 	TopUpperLine: autoDraw = False
3173.3143 	EXP 	BotUpperLine: autoDraw = False
3173.3143 	EXP 	TopLowerLine: autoDraw = False
3173.3143 	EXP 	BotLowerLine: autoDraw = False
3173.3143 	EXP 	RestCrossHair: autoDraw = False
3173.3143 	EXP 	TopUpperLine: autoDraw = False
3173.3143 	EXP 	UpperText: autoDraw = False
3173.3143 	EXP 	UpperBrackets: autoDraw = False
3173.3143 	EXP 	BotUpperLine: autoDraw = False
3173.3143 	EXP 	TopLowerLine: autoDraw = False
3173.3143 	EXP 	LowerText: autoDraw = False
3173.3143 	EXP 	LowerBrackets: autoDraw = False
3173.3143 	EXP 	BotLowerLine: autoDraw = False
3173.3143 	EXP 	TrialCrossHair: autoDraw = False
3173.3143 	EXP 	RestCrossHair: autoDraw = False
3173.3143 	EXP 	UpperText: text = ' H Y D T G R '
3173.3143 	EXP 	UpperBrackets: text = '{     }      '
3173.3143 	EXP 	LowerText: text = '   '
3173.3143 	EXP 	LowerBrackets: text = ''
3173.3143 	EXP 	TopUpperLine: autoDraw = True
3173.3143 	EXP 	UpperText: autoDraw = True
3173.3143 	EXP 	UpperBrackets: autoDraw = True
3173.3143 	EXP 	BotUpperLine: autoDraw = True
3173.3143 	EXP 	TopLowerLine: autoDraw = True
3173.3143 	EXP 	BotLowerLine: autoDraw = True
3173.3143 	EXP 	TrialCrossHair: autoDraw = True
3173.3145 	EXP 	window1: recordFrameIntervals = False
3175.1656 	DATA 	Keypress: equal
3175.2984 	EXP 	UpperText: autoDraw = False
3175.2984 	EXP 	UpperBrackets: autoDraw = False
3175.2984 	EXP 	TrialCrossHair: autoDraw = False
3175.3150 	EXP 	LowerText: autoDraw = True
3175.3150 	EXP 	LowerBrackets: autoDraw = True
3175.3150 	EXP 	RestCrossHair: autoDraw = True
3175.3317 	EXP 	LowerText: autoDraw = False
3175.3317 	EXP 	LowerBrackets: autoDraw = False
3177.1668 	DATA 	Keypress: equal
3179.1674 	DATA 	Keypress: equal
3179.2848 	EXP 	New trial (rep=0, index=55): {'RetDur': 5, 'BotBrack': 3, 'StimDur': 2, 'UpBrack': 123456, 'ProbeDurITI': 6.0110000000000001, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0110000000000001, 'StimSet': 'WNDHRY', 'RetStart': 2, 'ProbeLet': 'txbkml', 'TrialITIDur': 13.010999999999999, 'Correct': 7}
3179.3186 	EXP 	window1: recordFrameIntervals = False
3179.3334 	EXP 	TopUpperLine: autoDraw = False
3179.3334 	EXP 	BotUpperLine: autoDraw = False
3179.3334 	EXP 	TopLowerLine: autoDraw = False
3179.3334 	EXP 	BotLowerLine: autoDraw = False
3179.3334 	EXP 	RestCrossHair: autoDraw = False
3179.3334 	EXP 	TopUpperLine: autoDraw = False
3179.3334 	EXP 	UpperText: autoDraw = False
3179.3334 	EXP 	UpperBrackets: autoDraw = False
3179.3334 	EXP 	BotUpperLine: autoDraw = False
3179.3334 	EXP 	TopLowerLine: autoDraw = False
3179.3334 	EXP 	LowerText: autoDraw = False
3179.3334 	EXP 	LowerBrackets: autoDraw = False
3179.3334 	EXP 	BotLowerLine: autoDraw = False
3179.3334 	EXP 	TrialCrossHair: autoDraw = False
3179.3334 	EXP 	RestCrossHair: autoDraw = False
3179.3334 	EXP 	UpperText: text = ' W N D H R Y '
3179.3334 	EXP 	UpperBrackets: text = '{           }'
3179.3334 	EXP 	LowerText: text = ' t x b k m l '
3179.3334 	EXP 	LowerBrackets: text = '    { }      '
3179.3334 	EXP 	TopUpperLine: autoDraw = True
3179.3334 	EXP 	UpperText: autoDraw = True
3179.3334 	EXP 	UpperBrackets: autoDraw = True
3179.3334 	EXP 	BotUpperLine: autoDraw = True
3179.3334 	EXP 	TopLowerLine: autoDraw = True
3179.3334 	EXP 	BotLowerLine: autoDraw = True
3179.3334 	EXP 	TrialCrossHair: autoDraw = True
3179.3338 	EXP 	window1: recordFrameIntervals = False
3181.1682 	DATA 	Keypress: equal
3181.3009 	EXP 	UpperText: autoDraw = False
3181.3009 	EXP 	UpperBrackets: autoDraw = False
3183.1691 	DATA 	Keypress: equal
3185.1695 	DATA 	Keypress: equal
3186.3025 	EXP 	LowerText: autoDraw = True
3186.3025 	EXP 	LowerBrackets: autoDraw = True
3187.1701 	DATA 	Keypress: equal
3187.2870 	DATA 	Keypress: 8
3188.3029 	EXP 	LowerText: autoDraw = False
3188.3029 	EXP 	LowerBrackets: autoDraw = False
3188.3029 	EXP 	TrialCrossHair: autoDraw = False
3188.3029 	EXP 	RestCrossHair: autoDraw = True
3189.1709 	DATA 	Keypress: equal
3191.1713 	DATA 	Keypress: equal
3192.2889 	EXP 	New trial (rep=0, index=56): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 23, 'ProbeDurITI': 6.1459999999999999, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.1459999999999999, 'StimSet': 'NJWFRG', 'RetStart': 2, 'ProbeLet': 'lkqmdj', 'TrialITIDur': 13.145999999999999, 'Correct': 6}
3192.3269 	EXP 	window1: recordFrameIntervals = False
3192.3542 	EXP 	TopUpperLine: autoDraw = False
3192.3542 	EXP 	BotUpperLine: autoDraw = False
