0.5460 	WARNING 	Movie2 stim could not be imported and won't be available
2713.3830 	EXP 	TopUpperLine: autoDraw = True
2713.3830 	EXP 	UpperText: autoDraw = True
2713.3830 	EXP 	UpperBrackets: autoDraw = True
2713.3830 	EXP 	BotUpperLine: autoDraw = True
2713.3830 	EXP 	TopLowerLine: autoDraw = True
2713.3830 	EXP 	BotLowerLine: autoDraw = True
2713.3830 	EXP 	TrialCrossHair: autoDraw = True
2713.3832 	EXP 	window1: recordFrameIntervals = False
2714.9837 	DATA 	Keypress: equal
2715.3498 	EXP 	UpperText: autoDraw = False
2715.3498 	EXP 	UpperBrackets: autoDraw = False
2716.9844 	DATA 	Keypress: equal
2718.9848 	DATA 	Keypress: equal
2720.3683 	EXP 	LowerText: autoDraw = True
2720.3683 	EXP 	LowerBrackets: autoDraw = True
2720.9856 	DATA 	Keypress: equal
2722.0223 	DATA 	Keypress: 8
2722.3523 	EXP 	LowerText: autoDraw = False
2722.3523 	EXP 	LowerBrackets: autoDraw = False
2722.3523 	EXP 	TrialCrossHair: autoDraw = False
2722.3523 	EXP 	RestCrossHair: autoDraw = True
2722.9864 	DATA 	Keypress: equal
2724.9871 	DATA 	Keypress: equal
2726.3550 	EXP 	New trial (rep=0, index=12): {'RetDur': 0, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 34, 'ProbeDurITI': 4.4000000000000004, 'ProbeDur': 0, 'ProbeStart': 2, 'TrialDur': 2, 'ITI': 4.4000000000000004, 'StimSet': 'KMNFBQ', 'RetStart': 2, 'ProbeLet': ' ', 'TrialITIDur': 6.4000000000000004, 'Correct': 6}
2726.3751 	EXP 	window1: recordFrameIntervals = False
2726.3872 	EXP 	TopUpperLine: autoDraw = False
2726.3872 	EXP 	BotUpperLine: autoDraw = False
2726.3872 	EXP 	TopLowerLine: autoDraw = False
2726.3872 	EXP 	BotLowerLine: autoDraw = False
2726.3872 	EXP 	RestCrossHair: autoDraw = False
2726.3872 	EXP 	TopUpperLine: autoDraw = False
2726.3872 	EXP 	UpperText: autoDraw = False
2726.3872 	EXP 	UpperBrackets: autoDraw = False
2726.3872 	EXP 	BotUpperLine: autoDraw = False
2726.3872 	EXP 	TopLowerLine: autoDraw = False
2726.3872 	EXP 	LowerText: autoDraw = False
2726.3872 	EXP 	LowerBrackets: autoDraw = False
2726.3872 	EXP 	BotLowerLine: autoDraw = False
2726.3872 	EXP 	TrialCrossHair: autoDraw = False
2726.3872 	EXP 	RestCrossHair: autoDraw = False
2726.3872 	EXP 	UpperText: text = ' K M N F B Q '
2726.3872 	EXP 	UpperBrackets: text = '    {   }    '
2726.3872 	EXP 	LowerText: text = '   '
2726.3872 	EXP 	LowerBrackets: text = ''
2726.3872 	EXP 	TopUpperLine: autoDraw = True
2726.3872 	EXP 	UpperText: autoDraw = True
2726.3872 	EXP 	UpperBrackets: autoDraw = True
2726.3872 	EXP 	BotUpperLine: autoDraw = True
2726.3872 	EXP 	TopLowerLine: autoDraw = True
2726.3872 	EXP 	BotLowerLine: autoDraw = True
2726.3872 	EXP 	TrialCrossHair: autoDraw = True
2726.3874 	EXP 	window1: recordFrameIntervals = False
2727.1773 	DATA 	Keypress: equal
2728.3712 	EXP 	UpperText: autoDraw = False
2728.3712 	EXP 	UpperBrackets: autoDraw = False
2728.3712 	EXP 	TrialCrossHair: autoDraw = False
2728.3878 	EXP 	LowerText: autoDraw = True
2728.3878 	EXP 	LowerBrackets: autoDraw = True
2728.3878 	EXP 	RestCrossHair: autoDraw = True
2728.4045 	EXP 	LowerText: autoDraw = False
2728.4045 	EXP 	LowerBrackets: autoDraw = False
2728.9887 	DATA 	Keypress: equal
2730.9891 	DATA 	Keypress: equal
2732.7568 	EXP 	New trial (rep=0, index=13): {'RetDur': 5, 'BotBrack': 2, 'StimDur': 2, 'UpBrack': 2345, 'ProbeDurITI': 6.0379999999999994, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0380000000000003, 'StimSet': 'GJBMRN', 'RetStart': 2, 'ProbeLet': 'hjxlqk', 'TrialITIDur': 13.038, 'Correct': 6}
2732.7881 	EXP 	window1: recordFrameIntervals = False
2732.8059 	EXP 	TopUpperLine: autoDraw = False
2732.8059 	EXP 	BotUpperLine: autoDraw = False
2732.8059 	EXP 	TopLowerLine: autoDraw = False
2732.8059 	EXP 	BotLowerLine: autoDraw = False
2732.8059 	EXP 	RestCrossHair: autoDraw = False
2732.8059 	EXP 	TopUpperLine: autoDraw = False
2732.8059 	EXP 	UpperText: autoDraw = False
2732.8059 	EXP 	UpperBrackets: autoDraw = False
2732.8059 	EXP 	BotUpperLine: autoDraw = False
2732.8059 	EXP 	TopLowerLine: autoDraw = False
2732.8059 	EXP 	LowerText: autoDraw = False
2732.8059 	EXP 	LowerBrackets: autoDraw = False
2732.8059 	EXP 	BotLowerLine: autoDraw = False
2732.8059 	EXP 	TrialCrossHair: autoDraw = False
2732.8059 	EXP 	RestCrossHair: autoDraw = False
2732.8059 	EXP 	UpperText: text = ' G J B M R N '
2732.8059 	EXP 	UpperBrackets: text = '  {       }  '
2732.8059 	EXP 	LowerText: text = ' h j x l q k '
2732.8059 	EXP 	LowerBrackets: text = '  { }        '
2732.8059 	EXP 	TopUpperLine: autoDraw = True
2732.8059 	EXP 	UpperText: autoDraw = True
2732.8059 	EXP 	UpperBrackets: autoDraw = True
2732.8059 	EXP 	BotUpperLine: autoDraw = True
2732.8059 	EXP 	TopLowerLine: autoDraw = True
2732.8059 	EXP 	BotLowerLine: autoDraw = True
2732.8059 	EXP 	TrialCrossHair: autoDraw = True
2732.8062 	EXP 	window1: recordFrameIntervals = False
2733.5908 	DATA 	Keypress: equal
2734.7734 	EXP 	UpperText: autoDraw = False
2734.7734 	EXP 	UpperBrackets: autoDraw = False
2734.9905 	DATA 	Keypress: equal
2736.9911 	DATA 	Keypress: equal
2738.9923 	DATA 	Keypress: equal
2739.7751 	EXP 	LowerText: autoDraw = True
2739.7751 	EXP 	LowerBrackets: autoDraw = True
2740.9595 	DATA 	Keypress: 7
2740.9926 	DATA 	Keypress: equal
2741.7760 	EXP 	LowerText: autoDraw = False
2741.7760 	EXP 	LowerBrackets: autoDraw = False
2741.7760 	EXP 	TrialCrossHair: autoDraw = False
2741.7760 	EXP 	RestCrossHair: autoDraw = True
2742.9936 	DATA 	Keypress: equal
2744.9944 	DATA 	Keypress: equal
2745.7956 	EXP 	New trial (rep=0, index=14): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 12345, 'ProbeDurITI': 4.0199999999999996, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.0199999999999996, 'StimSet': 'YRMBKD', 'RetStart': 2, 'ProbeLet': ' ', 'TrialITIDur': 11.02, 'Correct': 6}
2745.8156 	EXP 	window1: recordFrameIntervals = False
2745.8276 	EXP 	TopUpperLine: autoDraw = False
2745.8276 	EXP 	BotUpperLine: autoDraw = False
2745.8276 	EXP 	TopLowerLine: autoDraw = False
2745.8276 	EXP 	BotLowerLine: autoDraw = False
2745.8276 	EXP 	RestCrossHair: autoDraw = False
2745.8276 	EXP 	TopUpperLine: autoDraw = False
2745.8276 	EXP 	UpperText: autoDraw = False
2745.8276 	EXP 	UpperBrackets: autoDraw = False
2745.8276 	EXP 	BotUpperLine: autoDraw = False
2745.8276 	EXP 	TopLowerLine: autoDraw = False
2745.8276 	EXP 	LowerText: autoDraw = False
2745.8276 	EXP 	LowerBrackets: autoDraw = False
2745.8276 	EXP 	BotLowerLine: autoDraw = False
2745.8276 	EXP 	TrialCrossHair: autoDraw = False
2745.8276 	EXP 	RestCrossHair: autoDraw = False
2745.8276 	EXP 	UpperText: text = ' Y R M B K D '
2745.8276 	EXP 	UpperBrackets: text = '{         }  '
2745.8276 	EXP 	LowerText: text = '   '
2745.8276 	EXP 	LowerBrackets: text = ''
2745.8276 	EXP 	TopUpperLine: autoDraw = True
2745.8276 	EXP 	UpperText: autoDraw = True
2745.8276 	EXP 	UpperBrackets: autoDraw = True
2745.8276 	EXP 	BotUpperLine: autoDraw = True
2745.8276 	EXP 	TopLowerLine: autoDraw = True
2745.8276 	EXP 	BotLowerLine: autoDraw = True
2745.8276 	EXP 	TrialCrossHair: autoDraw = True
2745.8278 	EXP 	window1: recordFrameIntervals = False
2746.9955 	DATA 	Keypress: equal
2747.8117 	EXP 	UpperText: autoDraw = False
2747.8117 	EXP 	UpperBrackets: autoDraw = False
2748.9961 	DATA 	Keypress: equal
2750.9966 	DATA 	Keypress: equal
2752.8135 	EXP 	LowerText: autoDraw = True
2752.8135 	EXP 	LowerBrackets: autoDraw = True
2752.8135 	EXP 	TrialCrossHair: autoDraw = False
2752.8135 	EXP 	RestCrossHair: autoDraw = True
2752.8301 	EXP 	LowerText: autoDraw = False
2752.8301 	EXP 	LowerBrackets: autoDraw = False
2752.9974 	DATA 	Keypress: equal
2754.9981 	DATA 	Keypress: equal
2756.8161 	EXP 	New trial (rep=0, index=15): {'RetDur': 0, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 12345, 'ProbeDurITI': 7.1370000000000005, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 5.1370000000000005, 'StimSet': 'WHQBYD', 'RetStart': 2, 'ProbeLet': 'gntfrx', 'TrialITIDur': 9.1370000000000005, 'Correct': 7}
2756.8458 	EXP 	window1: recordFrameIntervals = False
2756.8649 	EXP 	TopUpperLine: autoDraw = False
2756.8649 	EXP 	BotUpperLine: autoDraw = False
2756.8649 	EXP 	TopLowerLine: autoDraw = False
2756.8649 	EXP 	BotLowerLine: autoDraw = False
2756.8649 	EXP 	RestCrossHair: autoDraw = False
2756.8649 	EXP 	TopUpperLine: autoDraw = False
2756.8649 	EXP 	UpperText: autoDraw = False
2756.8649 	EXP 	UpperBrackets: autoDraw = False
2756.8649 	EXP 	BotUpperLine: autoDraw = False
2756.8649 	EXP 	TopLowerLine: autoDraw = False
2756.8649 	EXP 	LowerText: autoDraw = False
2756.8649 	EXP 	LowerBrackets: autoDraw = False
2756.8649 	EXP 	BotLowerLine: autoDraw = False
2756.8649 	EXP 	TrialCrossHair: autoDraw = False
2756.8649 	EXP 	RestCrossHair: autoDraw = False
2756.8649 	EXP 	UpperText: text = ' W H Q B Y D '
2756.8649 	EXP 	UpperBrackets: text = '{         }  '
2756.8649 	EXP 	LowerText: text = ' g n t f r x '
2756.8649 	EXP 	LowerBrackets: text = '{ }          '
2756.8649 	EXP 	TopUpperLine: autoDraw = True
2756.8649 	EXP 	UpperText: autoDraw = True
2756.8649 	EXP 	UpperBrackets: autoDraw = True
2756.8649 	EXP 	BotUpperLine: autoDraw = True
2756.8649 	EXP 	TopLowerLine: autoDraw = True
2756.8649 	EXP 	BotLowerLine: autoDraw = True
2756.8649 	EXP 	TrialCrossHair: autoDraw = True
2756.8651 	EXP 	window1: recordFrameIntervals = False
2757.6484 	DATA 	Keypress: equal
2758.8323 	EXP 	UpperText: autoDraw = False
2758.8323 	EXP 	UpperBrackets: autoDraw = False
2758.8489 	EXP 	LowerText: autoDraw = True
2758.8489 	EXP 	LowerBrackets: autoDraw = True
2758.9996 	DATA 	Keypress: equal
2760.4338 	DATA 	Keypress: 8
2760.8330 	EXP 	LowerText: autoDraw = False
2760.8330 	EXP 	LowerBrackets: autoDraw = False
2760.8330 	EXP 	TrialCrossHair: autoDraw = False
2760.8496 	EXP 	RestCrossHair: autoDraw = True
2761.0004 	DATA 	Keypress: equal
2763.0014 	DATA 	Keypress: equal
2765.0021 	DATA 	Keypress: equal
2765.9530 	EXP 	New trial (rep=0, index=16): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 45, 'ProbeDurITI': 6.1160000000000005, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.1160000000000005, 'StimSet': 'XYDNTF', 'RetStart': 2, 'ProbeLet': 'kgmjwn', 'TrialITIDur': 13.116, 'Correct': 6}
2765.9876 	EXP 	window1: recordFrameIntervals = False
2766.0017 	EXP 	TopUpperLine: autoDraw = False
2766.0017 	EXP 	BotUpperLine: autoDraw = False
2766.0017 	EXP 	TopLowerLine: autoDraw = False
2766.0017 	EXP 	BotLowerLine: autoDraw = False
2766.0017 	EXP 	RestCrossHair: autoDraw = False
2766.0017 	EXP 	TopUpperLine: autoDraw = False
2766.0017 	EXP 	UpperText: autoDraw = False
2766.0017 	EXP 	UpperBrackets: autoDraw = False
2766.0017 	EXP 	BotUpperLine: autoDraw = False
2766.0017 	EXP 	TopLowerLine: autoDraw = False
2766.0017 	EXP 	LowerText: autoDraw = False
2766.0017 	EXP 	LowerBrackets: autoDraw = False
2766.0017 	EXP 	BotLowerLine: autoDraw = False
2766.0017 	EXP 	TrialCrossHair: autoDraw = False
2766.0017 	EXP 	RestCrossHair: autoDraw = False
2766.0017 	EXP 	UpperText: text = ' X Y D N T F '
2766.0017 	EXP 	UpperBrackets: text = '      {   }  '
2766.0017 	EXP 	LowerText: text = ' k g m j w n '
2766.0017 	EXP 	LowerBrackets: text = '          { }'
2766.0017 	EXP 	TopUpperLine: autoDraw = True
2766.0017 	EXP 	UpperText: autoDraw = True
2766.0017 	EXP 	UpperBrackets: autoDraw = True
2766.0017 	EXP 	BotUpperLine: autoDraw = True
2766.0017 	EXP 	TopLowerLine: autoDraw = True
2766.0017 	EXP 	BotLowerLine: autoDraw = True
2766.0017 	EXP 	TrialCrossHair: autoDraw = True
2766.0020 	EXP 	window1: recordFrameIntervals = False
2767.0030 	DATA 	Keypress: equal
2767.9692 	EXP 	UpperText: autoDraw = False
2767.9692 	EXP 	UpperBrackets: autoDraw = False
2769.0033 	DATA 	Keypress: equal
2771.0044 	DATA 	Keypress: equal
2772.9706 	EXP 	LowerText: autoDraw = True
2772.9706 	EXP 	LowerBrackets: autoDraw = True
2773.0047 	DATA 	Keypress: equal
2774.1549 	DATA 	Keypress: 7
2774.9712 	EXP 	LowerText: autoDraw = False
2774.9712 	EXP 	LowerBrackets: autoDraw = False
2774.9712 	EXP 	TrialCrossHair: autoDraw = False
2774.9712 	EXP 	RestCrossHair: autoDraw = True
2775.0053 	DATA 	Keypress: equal
2777.0058 	DATA 	Keypress: equal
2779.0064 	DATA 	Keypress: equal
2779.0741 	EXP 	New trial (rep=0, index=17): {'RetDur': 5, 'BotBrack': 4, 'StimDur': 2, 'UpBrack': 345, 'ProbeDurITI': 7.1389999999999993, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 5.1389999999999993, 'StimSet': 'LMBRKW', 'RetStart': 2, 'ProbeLet': 'fnxgtj', 'TrialITIDur': 14.139000000000001, 'Correct': 7}
2779.1091 	EXP 	window1: recordFrameIntervals = False
2779.1224 	EXP 	TopUpperLine: autoDraw = False
2779.1224 	EXP 	BotUpperLine: autoDraw = False
2779.1224 	EXP 	TopLowerLine: autoDraw = False
2779.1224 	EXP 	BotLowerLine: autoDraw = False
2779.1224 	EXP 	RestCrossHair: autoDraw = False
2779.1224 	EXP 	TopUpperLine: autoDraw = False
2779.1224 	EXP 	UpperText: autoDraw = False
2779.1224 	EXP 	UpperBrackets: autoDraw = False
2779.1224 	EXP 	BotUpperLine: autoDraw = False
2779.1224 	EXP 	TopLowerLine: autoDraw = False
2779.1224 	EXP 	LowerText: autoDraw = False
2779.1224 	EXP 	LowerBrackets: autoDraw = False
2779.1224 	EXP 	BotLowerLine: autoDraw = False
2779.1224 	EXP 	TrialCrossHair: autoDraw = False
2779.1224 	EXP 	RestCrossHair: autoDraw = False
2779.1224 	EXP 	UpperText: text = ' L M B R K W '
2779.1224 	EXP 	UpperBrackets: text = '    {     }  '
2779.1224 	EXP 	LowerText: text = ' f n x g t j '
2779.1224 	EXP 	LowerBrackets: text = '      { }    '
2779.1224 	EXP 	TopUpperLine: autoDraw = True
2779.1224 	EXP 	UpperText: autoDraw = True
2779.1224 	EXP 	UpperBrackets: autoDraw = True
2779.1224 	EXP 	BotUpperLine: autoDraw = True
2779.1224 	EXP 	TopLowerLine: autoDraw = True
2779.1224 	EXP 	BotLowerLine: autoDraw = True
2779.1224 	EXP 	TrialCrossHair: autoDraw = True
2779.1227 	EXP 	window1: recordFrameIntervals = False
2781.0070 	DATA 	Keypress: equal
2781.0899 	EXP 	UpperText: autoDraw = False
2781.0899 	EXP 	UpperBrackets: autoDraw = False
2783.0078 	DATA 	Keypress: equal
2785.0086 	DATA 	Keypress: equal
2786.0916 	EXP 	LowerText: autoDraw = True
2786.0916 	EXP 	LowerBrackets: autoDraw = True
2787.0091 	DATA 	Keypress: equal
2787.3431 	DATA 	Keypress: 8
2788.0924 	EXP 	LowerText: autoDraw = False
2788.0924 	EXP 	LowerBrackets: autoDraw = False
2788.0924 	EXP 	TrialCrossHair: autoDraw = False
2788.0924 	EXP 	RestCrossHair: autoDraw = True
2789.0099 	DATA 	Keypress: equal
2791.0114 	DATA 	Keypress: equal
2793.0118 	DATA 	Keypress: equal
2793.2125 	EXP 	New trial (rep=0, index=18): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 12345, 'ProbeDurITI': 6.6179999999999994, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.6180000000000003, 'StimSet': 'MFXWDL', 'RetStart': 2, 'ProbeLet': 'jhrbkd', 'TrialITIDur': 13.618, 'Correct': 6}
2793.2466 	EXP 	window1: recordFrameIntervals = False
2793.2614 	EXP 	TopUpperLine: autoDraw = False
2793.2614 	EXP 	BotUpperLine: autoDraw = False
2793.2614 	EXP 	TopLowerLine: autoDraw = False
2793.2614 	EXP 	BotLowerLine: autoDraw = False
2793.2614 	EXP 	RestCrossHair: autoDraw = False
2793.2614 	EXP 	TopUpperLine: autoDraw = False
2793.2614 	EXP 	UpperText: autoDraw = False
2793.2614 	EXP 	UpperBrackets: autoDraw = False
2793.2614 	EXP 	BotUpperLine: autoDraw = False
2793.2614 	EXP 	TopLowerLine: autoDraw = False
2793.2614 	EXP 	LowerText: autoDraw = False
2793.2614 	EXP 	LowerBrackets: autoDraw = False
2793.2614 	EXP 	BotLowerLine: autoDraw = False
2793.2614 	EXP 	TrialCrossHair: autoDraw = False
2793.2614 	EXP 	RestCrossHair: autoDraw = False
2793.2614 	EXP 	UpperText: text = ' M F X W D L '
2793.2614 	EXP 	UpperBrackets: text = '{         }  '
2793.2614 	EXP 	LowerText: text = ' j h r b k d '
2793.2614 	EXP 	LowerBrackets: text = '          { }'
2793.2614 	EXP 	TopUpperLine: autoDraw = True
2793.2614 	EXP 	UpperText: autoDraw = True
2793.2614 	EXP 	UpperBrackets: autoDraw = True
2793.2614 	EXP 	BotUpperLine: autoDraw = True
2793.2614 	EXP 	TopLowerLine: autoDraw = True
2793.2614 	EXP 	BotLowerLine: autoDraw = True
2793.2614 	EXP 	TrialCrossHair: autoDraw = True
2793.2616 	EXP 	window1: recordFrameIntervals = False
2795.0127 	DATA 	Keypress: equal
2795.2286 	EXP 	UpperText: autoDraw = False
2795.2286 	EXP 	UpperBrackets: autoDraw = False
2797.0132 	DATA 	Keypress: equal
2799.0141 	DATA 	Keypress: equal
2800.2305 	EXP 	LowerText: autoDraw = True
2800.2305 	EXP 	LowerBrackets: autoDraw = True
2801.0147 	DATA 	Keypress: equal
2801.5004 	DATA 	Keypress: 7
2802.2312 	EXP 	LowerText: autoDraw = False
2802.2312 	EXP 	LowerBrackets: autoDraw = False
2802.2312 	EXP 	TrialCrossHair: autoDraw = False
2802.2312 	EXP 	RestCrossHair: autoDraw = True
2803.0153 	DATA 	Keypress: equal
2805.0163 	DATA 	Keypress: equal
2806.8337 	EXP 	New trial (rep=0, index=19): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 123456, 'ProbeDurITI': 6.0010000000000003, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0010000000000003, 'StimSet': 'JRHKTN', 'RetStart': 2, 'ProbeLet': 'mlyxbd', 'TrialITIDur': 13.000999999999999, 'Correct': 7}
2806.8637 	EXP 	window1: recordFrameIntervals = False
2806.8828 	EXP 	TopUpperLine: autoDraw = False
2806.8828 	EXP 	BotUpperLine: autoDraw = False
2806.8828 	EXP 	TopLowerLine: autoDraw = False
2806.8828 	EXP 	BotLowerLine: autoDraw = False
2806.8828 	EXP 	RestCrossHair: autoDraw = False
2806.8828 	EXP 	TopUpperLine: autoDraw = False
2806.8828 	EXP 	UpperText: autoDraw = False
2806.8828 	EXP 	UpperBrackets: autoDraw = False
2806.8828 	EXP 	BotUpperLine: autoDraw = False
2806.8828 	EXP 	TopLowerLine: autoDraw = False
2806.8828 	EXP 	LowerText: autoDraw = False
2806.8828 	EXP 	LowerBrackets: autoDraw = False
2806.8828 	EXP 	BotLowerLine: autoDraw = False
2806.8828 	EXP 	TrialCrossHair: autoDraw = False
2806.8828 	EXP 	RestCrossHair: autoDraw = False
2806.8828 	EXP 	UpperText: text = ' J R H K T N '
2806.8828 	EXP 	UpperBrackets: text = '{           }'
2806.8828 	EXP 	LowerText: text = ' m l y x b d '
2806.8828 	EXP 	LowerBrackets: text = '          { }'
2806.8828 	EXP 	TopUpperLine: autoDraw = True
2806.8828 	EXP 	UpperText: autoDraw = True
2806.8828 	EXP 	UpperBrackets: autoDraw = True
2806.8828 	EXP 	BotUpperLine: autoDraw = True
2806.8828 	EXP 	TopLowerLine: autoDraw = True
2806.8828 	EXP 	BotLowerLine: autoDraw = True
2806.8828 	EXP 	TrialCrossHair: autoDraw = True
2806.8830 	EXP 	window1: recordFrameIntervals = False
2807.6663 	DATA 	Keypress: equal
2808.8504 	EXP 	UpperText: autoDraw = False
2808.8504 	EXP 	UpperBrackets: autoDraw = False
2809.0175 	DATA 	Keypress: equal
2811.0189 	DATA 	Keypress: equal
2813.0194 	DATA 	Keypress: equal
2813.8522 	EXP 	LowerText: autoDraw = True
2813.8522 	EXP 	LowerBrackets: autoDraw = True
2815.0202 	DATA 	Keypress: equal
2815.3204 	DATA 	Keypress: 8
2815.8529 	EXP 	LowerText: autoDraw = False
2815.8529 	EXP 	LowerBrackets: autoDraw = False
2815.8529 	EXP 	TrialCrossHair: autoDraw = False
2815.8529 	EXP 	RestCrossHair: autoDraw = True
2817.0205 	DATA 	Keypress: equal
2819.0216 	DATA 	Keypress: equal
2819.8381 	EXP 	New trial (rep=0, index=20): {'RetDur': 0, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 123, 'ProbeDurITI': 6.0, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 4.0, 'StimSet': 'GJDXLW', 'RetStart': 2, 'ProbeLet': 'jqmrhf', 'TrialITIDur': 8.0, 'Correct': 6}
2819.8698 	EXP 	window1: recordFrameIntervals = False
2819.8872 	EXP 	TopUpperLine: autoDraw = False
2819.8872 	EXP 	BotUpperLine: autoDraw = False
2819.8872 	EXP 	TopLowerLine: autoDraw = False
2819.8872 	EXP 	BotLowerLine: autoDraw = False
2819.8872 	EXP 	RestCrossHair: autoDraw = False
2819.8872 	EXP 	TopUpperLine: autoDraw = False
2819.8872 	EXP 	UpperText: autoDraw = False
2819.8872 	EXP 	UpperBrackets: autoDraw = False
2819.8872 	EXP 	BotUpperLine: autoDraw = False
2819.8872 	EXP 	TopLowerLine: autoDraw = False
2819.8872 	EXP 	LowerText: autoDraw = False
2819.8872 	EXP 	LowerBrackets: autoDraw = False
2819.8872 	EXP 	BotLowerLine: autoDraw = False
2819.8872 	EXP 	TrialCrossHair: autoDraw = False
2819.8872 	EXP 	RestCrossHair: autoDraw = False
2819.8872 	EXP 	UpperText: text = ' G J D X L W '
2819.8872 	EXP 	UpperBrackets: text = '{     }      '
2819.8872 	EXP 	LowerText: text = ' j q m r h f '
2819.8872 	EXP 	LowerBrackets: text = '{ }          '
2819.8872 	EXP 	TopUpperLine: autoDraw = True
2819.8872 	EXP 	UpperText: autoDraw = True
2819.8872 	EXP 	UpperBrackets: autoDraw = True
2819.8872 	EXP 	BotUpperLine: autoDraw = True
2819.8872 	EXP 	TopLowerLine: autoDraw = True
2819.8872 	EXP 	BotLowerLine: autoDraw = True
2819.8872 	EXP 	TrialCrossHair: autoDraw = True
2819.8876 	EXP 	window1: recordFrameIntervals = False
2821.0245 	DATA 	Keypress: equal
2821.8545 	EXP 	UpperText: autoDraw = False
2821.8545 	EXP 	UpperBrackets: autoDraw = False
2821.8712 	EXP 	LowerText: autoDraw = True
2821.8712 	EXP 	LowerBrackets: autoDraw = True
2822.9723 	DATA 	Keypress: 7
2823.0221 	DATA 	Keypress: equal
2823.8553 	EXP 	LowerText: autoDraw = False
2823.8553 	EXP 	LowerBrackets: autoDraw = False
2823.8553 	EXP 	TrialCrossHair: autoDraw = False
2823.8553 	EXP 	RestCrossHair: autoDraw = True
2825.0230 	DATA 	Keypress: equal
2827.0237 	DATA 	Keypress: equal
2827.8411 	EXP 	New trial (rep=0, index=21): {'RetDur': 5, 'BotBrack': 4, 'StimDur': 2, 'UpBrack': 234, 'ProbeDurITI': 6.1200000000000001, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.1200000000000001, 'StimSet': 'XWMYTB', 'RetStart': 2, 'ProbeLet': 'hdnmfk', 'TrialITIDur': 13.119999999999999, 'Correct': 6}
2827.8783 	EXP 	window1: recordFrameIntervals = False
2827.9067 	EXP 	TopUpperLine: autoDraw = False
2827.9067 	EXP 	BotUpperLine: autoDraw = False
2827.9067 	EXP 	TopLowerLine: autoDraw = False
2827.9067 	EXP 	BotLowerLine: autoDraw = False
2827.9067 	EXP 	RestCrossHair: autoDraw = False
2827.9067 	EXP 	TopUpperLine: autoDraw = False
2827.9067 	EXP 	UpperText: autoDraw = False
2827.9067 	EXP 	UpperBrackets: autoDraw = False
2827.9067 	EXP 	BotUpperLine: autoDraw = False
2827.9067 	EXP 	TopLowerLine: autoDraw = False
2827.9067 	EXP 	LowerText: autoDraw = False
2827.9067 	EXP 	LowerBrackets: autoDraw = False
2827.9067 	EXP 	BotLowerLine: autoDraw = False
2827.9067 	EXP 	TrialCrossHair: autoDraw = False
2827.9067 	EXP 	RestCrossHair: autoDraw = False
2827.9067 	EXP 	UpperText: text = ' X W M Y T B '
2827.9067 	EXP 	UpperBrackets: text = '  {     }    '
2827.9067 	EXP 	LowerText: text = ' h d n m f k '
2827.9067 	EXP 	LowerBrackets: text = '      { }    '
2827.9067 	EXP 	TopUpperLine: autoDraw = True
2827.9067 	EXP 	UpperText: autoDraw = True
2827.9067 	EXP 	UpperBrackets: autoDraw = True
2827.9067 	EXP 	BotUpperLine: autoDraw = True
2827.9067 	EXP 	TopLowerLine: autoDraw = True
2827.9067 	EXP 	BotLowerLine: autoDraw = True
2827.9067 	EXP 	TrialCrossHair: autoDraw = True
2827.9069 	EXP 	window1: recordFrameIntervals = False
2829.0266 	DATA 	Keypress: equal
2829.8575 	EXP 	UpperText: autoDraw = False
2829.8575 	EXP 	UpperBrackets: autoDraw = False
2831.0267 	DATA 	Keypress: equal
2833.0268 	DATA 	Keypress: equal
2834.8593 	EXP 	LowerText: autoDraw = True
2834.8593 	EXP 	LowerBrackets: autoDraw = True
2835.0264 	DATA 	Keypress: equal
2835.7270 	DATA 	Keypress: 7
2836.8599 	EXP 	LowerText: autoDraw = False
2836.8599 	EXP 	LowerBrackets: autoDraw = False
2836.8599 	EXP 	TrialCrossHair: autoDraw = False
2836.8599 	EXP 	RestCrossHair: autoDraw = True
2837.0286 	DATA 	Keypress: equal
2839.0295 	DATA 	Keypress: equal
