RetDur,BotBrack,StimDur,UpBrack,ProbeDurITI,ProbeDur,ProbeStart,TrialDur,ITI,StimSet,RetStart,ProbeLet,TrialITIDur,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ScannerTrigger.keys,ScannerTrigger.rt,TrialStartTime,KeyboardResp.keys,KeyboardResp.corr,KeyboardResp.rt,Participant ID,date,expName,Visit ID,frameRate,
,,,,,,,,,,,,,,0,-1,-1,0,r,10.9991654002,,,,,62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
,,,,,,,,,,,,,,0,-1,-1,0,,,1470679050.08,,,,62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,4,2.5,345,6.5,2.5,6.5,9.0,4.0,QNLJXB,2.5,dkymwf,13,right,0,0,0,0,,,1470679060.08,['right'],0,[1.2576827929569845],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,1,2.5,12345,6.5,2.5,6.5,9.0,4.0,KMWQTH,2.5,xljbgr,13,right,0,1,1,1,,,1470679073.09,['right'],0,[1.3224338621730567],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,0,2.5,23456,4.5,0.0,6.5,6.5,4.5,QFNXWJ,2.5, ,11,none,0,2,2,2,,,1470679086.09,None,1,,62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,5,2.5,3456,6.5,2.5,6.5,9.0,4.0,KDMWTN,2.5,lbygxq,13,right,0,3,3,3,,,1470679097.09,['right'],0,[1.2435750593831472],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,2,2.5,45,5.5,2.5,2.5,5.0,3.0,DGYMKL,2.5,wrnfhb,8,right,0,4,4,4,,,1470679110.1,['right'],0,[1.496473579763915],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,6,2.5,4,5.5,2.5,2.5,5.0,3.0,TQNFHX,2.5,glkywj,8,right,0,5,5,5,,,1470679118.1,['right'],0,[1.203403016053926],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,5,2.5,123456,6.5,2.5,6.5,9.0,4.0,BYLGJK,2.5,nwtxbq,13,down,0,6,6,6,,,1470679126.11,['down'],0,[1.253986004339822],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,0,2.5,123456,4.5,0.0,6.5,6.5,4.5,JYQLXH,2.5, ,11,none,0,7,7,7,,,1470679139.12,None,1,,62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,3,2.5,123456,6.5,2.5,6.5,9.0,4.0,LNJFYG,2.5,wmbhkd,13,right,0,8,8,8,,,1470679150.12,['right'],0,[1.792014279743853],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,0,2.5,2345,3.5,0.0,2.5,2.5,3.5,QRLFXY,2.5, ,6,none,0,9,9,9,,,1470679163.13,None,1,,62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,4,2.5,1234,5.5,2.5,2.5,5.0,3.0,WTMBDK,2.5,yfntrq,8,down,0,10,10,10,,,1470679169.12,['down'],0,[1.2345911035681638],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,4,2.5,456,6.5,2.5,6.5,9.0,4.0,YHGRTB,2.5,fmkblj,13,down,0,11,11,11,,,1470679177.12,['down'],0,[1.1918339766280042],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,2,2.5,123456,5.5,2.5,2.5,5.0,3.0,TXMGQW,2.5,lbyrkd,8,right,0,12,12,12,,,1470679190.13,['down'],0,[2.446698917606227],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,0,2.5,4,3.5,0.0,2.5,2.5,3.5,WXDKQF,2.5, ,6,none,0,13,13,13,,,1470679198.14,None,1,,62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,1,2.5,12345,5.5,2.5,2.5,5.0,3.0,TGYHXQ,2.5,bjrlnf,8,right,0,14,14,14,,,1470679204.14,['right'],0,[1.6804763582049418],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,0,2.5,45,4.5,0.0,6.5,6.5,4.5,BLQMYG,2.5, ,11,none,0,15,15,15,,,1470679212.14,None,1,,62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,1,2.5,23456,6.5,2.5,6.5,9.0,4.0,LXNHTW,2.5,hbdmjf,13,down,0,16,16,16,,,1470679223.14,['down'],0,[1.498927294985151],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
4,4,2.5,45,6.5,2.5,6.5,9.0,4.0,DYFRMQ,2.5,twbkjn,13,right,0,17,17,17,,,1470679236.15,['right'],0,[1.5260006781891207],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
0,5,2.5,234,5.5,2.5,2.5,5.0,3.0,JKLXRW,2.5,bnqfkt,8,down,0,18,18,18,,,1470679249.15,['down'],0,[1.3754364920041553],62160808003,2016_Aug_08_1357,PartT,1,188.094421795,
