RetDur,BotBrack,StimDur,UpBrack,ProbeDurITI,ProbeDur,ProbeStart,TrialDur,ITI,StimSet,RetStart,ProbeLet,TrialITIDur,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ScannerTrigger.keys,ScannerTrigger.rt,TrialStartTime,KeyboardResp.keys,KeyboardResp.corr,KeyboardResp.rt,Participant ID,date,expName,Visit ID,frameRate,
,,,,,,,,,,,,,,0,-1,-1,0,equal,17.5561220646,,,,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
,,,,,,,,,,,,,,0,-1,-1,0,,,1454698262.83,,,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,4,2,345,6.007,2,7,9,4.007,LXDRFJ,2,gynqbh,13.007,7,0,0,0,0,,,1454698272.82,['8'],0,[1.001269817352295],2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
0,0,2,345,4.002,0,2,2,4.002,YXDMLR,2, ,6.002,6,0,1,1,1,,,1454698285.83,None,0,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
0,0,2,56,4.089,0,2,2,4.089,GKQNHJ,2, ,6.089,6,0,2,2,2,,,1454698291.83,None,0,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,4,2,234,6.967,2,7,9,4.967,JDMHWQ,2,xrtdgl,13.967,6,0,3,3,3,,,1454698297.92,['7'],0,[0.8179891109466553],2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,0,2,345,4.075,0,7,7,4.075,TJFXRG,2, ,11.075,6,0,4,4,4,,,1454698311.88,None,0,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,2,2,123456,6.08,2,7,9,4.08,WKXGRJ,2,nrbfth,13.08,6,0,5,5,5,,,1454698322.95,['7'],0,[1.200533151626587],2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,5,2,23456,6.057,2,7,9,4.057,RYXTHJ,2,mwnbyd,13.057,6,0,6,6,6,,,1454698336.03,None,0,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,0,2,12345,4.022,0,7,7,4.022,DHTFLB,2, ,11.022,7,0,7,7,7,,,1454698349.08,None,0,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,2,2,23,6.486,2,7,9,4.486,NFJTWY,2,xmrbhg,13.486,7,0,8,8,8,,,1454698360.1,['8'],0,[0.8180739879608154],2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
5,0,2,4,4.696,0,7,7,4.696,YNXJRW,2, ,11.696,7,0,9,9,9,,,1454698373.59,None,0,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
0,0,2,234,4.004,0,2,2,4.004,NQYXLJ,2, ,6.004,7,0,10,10,10,,,1454698385.28,None,0,,2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
0,6,2,123,6.103,2,2,4,4.103,MHFLXR,2,jkdtnf,8.103,6,0,11,11,11,,,1454698391.28,['7'],0,[1.0513300895690918],2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
0,2,2,123456,6.65,2,2,4,4.65,HGDJQF,2,bqlxwr,8.65,6,0,12,12,12,,,1454698399.39,['7'],0,[1.3017380237579346],2004,2016_Feb_05_1350,PartialTrial,1,59.9998855593,
