RetDur,BotBrack,StimDur,UpBrack,ProbeDurITI,ProbeDur,ProbeStart,TrialDur,ITI,StimSet,RetStart,ProbeLet,TrialITIDur,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ScannerTrigger.keys,ScannerTrigger.rt,TrialStartTime,KeyboardResp.keys,KeyboardResp.corr,KeyboardResp.rt,Participant ID,date,expName,Visit ID,frameRate,
,,,,,,,,,,,,,,0,-1,-1,0,r,95.959900856,,,,,2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
,,,,,,,,,,,,,,0,-1,-1,0,,,1454513361.64,,,,2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,0,2,23,4.024,0,7,7,4.024,QGHFKR,2, ,11.024,7,0,0,0,0,,,1454513371.64,None,0,,2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,0,2,23456,4.13,0,7,7,4.13,XDJLTM,2, ,11.13,7,0,1,1,1,,,1454513382.66,None,0,,2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,4,2,2345,6.287,2,7,9,4.287,XYNBRF,2,gkqdtj,13.287,7,0,2,2,2,,,1454513393.78,['8'],0,[1.2014830112457275],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,1,2,123456,6.209,2,7,9,4.209,FKMTQG,2,yhdlwb,13.209,7,0,3,3,3,,,1454513407.07,['8'],0,[1.751715898513794],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,5,2,2,6.569,2,7,9,4.569,TNJDWB,2,qxhyfl,13.569,7,0,4,4,4,,,1454513420.28,['8'],0,[1.368415117263794],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
0,3,2,2345,6.67,2,2,4,4.67,LRHKMY,2,qgrnfw,8.67,6,0,5,5,5,,,1454513433.85,['7'],0,[1.0847339630126953],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,1,2,6,6.565,2,7,9,4.565,WRBDHN,2,myqxgl,13.565,7,0,6,6,6,,,1454513442.52,['8'],0,[0.9168388843536377],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,6,2,345,6.112,2,7,9,4.112,XLTFHQ,2,rgjdbh,13.112,6,0,7,7,7,,,1454513456.09,['8'],0,[1.0345239639282227],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
5,5,2,6,6.05,2,7,9,4.05,WBFJTY,2,rmhqyd,13.05,6,0,8,8,8,,,1454513469.19,['7'],0,[1.5018010139465332],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
0,0,2,123456,4.104,0,2,2,4.104,JGMQFB,2, ,6.104,6,0,9,9,9,,,1454513482.25,None,0,,2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
0,3,2,1234,6.125,2,2,4,4.125,KTMWNL,2,drbgfq,8.125,7,0,10,10,10,,,1454513488.35,['8'],0,[1.150629997253418],2003,2016_Feb_03_1027,PartialTrial,1,59.9653158531,
