RetDur,BotBrack,StimDur,UpBrack,ProbeDurITI,ProbeDur,ProbeStart,TrialDur,ITI,StimSet,RetStart,ProbeLet,TrialITIDur,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ScannerTrigger.keys,ScannerTrigger.rt,TrialStartTime,KeyboardResp.keys,KeyboardResp.corr,KeyboardResp.rt,Participant ID,date,expName,Visit ID,frameRate,
,,,,,,,,,,,,,,0,-1,-1,0,equal,7.72541499138,,,,,2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
,,,,,,,,,,,,,,0,-1,-1,0,,,1454697330.42,,,,2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,0,2,23,4.024,0,7,7,4.024,QGHFKR,2, ,11.024,7,0,0,0,0,,,1454697340.42,None,0,,2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,0,2,23456,4.13,0,7,7,4.13,XDJLTM,2, ,11.13,7,0,1,1,1,,,1454697351.44,None,0,,2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,4,2,2345,6.287,2,7,9,4.287,XYNBRF,2,gkqdtj,13.287,7,0,2,2,2,,,1454697362.56,['8'],0,[1.7348999977111816],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,1,2,123456,6.209,2,7,9,4.209,FKMTQG,2,yhdlwb,13.209,7,0,3,3,3,,,1454697375.85,['8'],0,[1.2512640953063965],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,5,2,2,6.569,2,7,9,4.569,TNJDWB,2,qxhyfl,13.569,7,0,4,4,4,,,1454697389.07,['8'],0,[0.8342800140380859],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
0,3,2,2345,6.67,2,2,4,4.67,LRHKMY,2,qgrnfw,8.67,6,0,5,5,5,,,1454697402.64,['7'],0,[0.9179320335388184],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,1,2,6,6.565,2,7,9,4.565,WRBDHN,2,myqxgl,13.565,7,0,6,6,6,,,1454697411.31,['8'],0,[0.7842371463775635],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,6,2,345,6.112,2,7,9,4.112,XLTFHQ,2,rgjdbh,13.112,6,0,7,7,7,,,1454697424.86,['7'],0,[1.066953182220459],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,5,2,6,6.05,2,7,9,4.05,WBFJTY,2,rmhqyd,13.05,6,0,8,8,8,,,1454697437.97,['7'],0,[0.6512150764465332],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
0,0,2,123456,4.104,0,2,2,4.104,JGMQFB,2, ,6.104,6,0,9,9,9,,,1454697451.01,None,0,,2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
0,3,2,1234,6.125,2,2,4,4.125,KTMWNL,2,drbgfq,8.125,7,0,10,10,10,,,1454697457.11,None,0,,2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
5,6,2,23456,6.025,2,7,9,4.025,KLQMGW,2,ydjrtb,13.025,7,0,11,11,11,,,1454697465.23,['8'],0,[1.8011159896850586],2004,2016_Feb_05_1335,PartialTrial,1,59.6349366585,
