RetDur,BotBrack,StimDur,UpBrack,ProbeDurITI,ProbeDur,ProbeStart,TrialDur,ITI,StimSet,RetStart,ProbeLet,TrialITIDur,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ScannerTrigger.keys,ScannerTrigger.rt,TrialStartTime,KeyboardResp.keys,KeyboardResp.corr,KeyboardResp.rt,Participant ID,date,expName,Visit ID,frameRate,
,,,,,,,,,,,,,,0,-1,-1,0,equal,5.79312705994,,,,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
,,,,,,,,,,,,,,0,-1,-1,0,,,1453135556.51,,,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,4,2,345,6.007,2,7,9,4.007,LXDRFJ,2,gynqbh,13.007,7,0,0,0,0,,,1453135566.52,['8'],0,[0.9177539348602295],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,0,2,345,4.002,0,2,2,4.002,YXDMLR,2, ,6.002,6,0,1,1,1,,,1453135579.52,None,0,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,0,2,56,4.089,0,2,2,4.089,GKQNHJ,2, ,6.089,6,0,2,2,2,,,1453135585.52,None,0,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,4,2,234,6.967,2,7,9,4.967,JDMHWQ,2,xrtdgl,13.967,6,0,3,3,3,,,1453135591.61,['7'],0,[0.7672598361968994],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,0,2,345,4.075,0,7,7,4.075,TJFXRG,2, ,11.075,6,0,4,4,4,,,1453135605.58,None,0,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,2,2,123456,6.08,2,7,9,4.08,WKXGRJ,2,nrbfth,13.08,6,0,5,5,5,,,1453135616.65,['7'],0,[1.0004298686981201],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,5,2,23456,6.057,2,7,9,4.057,RYXTHJ,2,mwnbyd,13.057,6,0,6,6,6,,,1453135629.72,['7'],0,[1.00050687789917],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,0,2,12345,4.022,0,7,7,4.022,DHTFLB,2, ,11.022,7,0,7,7,7,,,1453135642.78,None,0,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,2,2,23,6.486,2,7,9,4.486,NFJTWY,2,xmrbhg,13.486,7,0,8,8,8,,,1453135653.8,['8'],0,[0.8679687976837158],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,0,2,4,4.696,0,7,7,4.696,YNXJRW,2, ,11.696,7,0,9,9,9,,,1453135667.29,None,0,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,0,2,234,4.004,0,2,2,4.004,NQYXLJ,2, ,6.004,7,0,10,10,10,,,1453135678.97,None,0,,2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,6,2,123,6.103,2,2,4,4.103,MHFLXR,2,jkdtnf,8.103,6,0,11,11,11,,,1453135684.98,['7'],0,[1.4013099670410156],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,2,2,123456,6.65,2,2,4,4.65,HGDJQF,2,bqlxwr,8.65,6,0,12,12,12,,,1453135693.08,['7'],0,[1.3019177913665771],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,4,2,12,6.499,2,7,9,4.499,BKGRHD,2,njqxfy,13.499,7,0,13,13,13,,,1453135701.73,['8'],0,[1.034715175628662],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,5,2,2345,6.314,2,7,9,4.314,XKGNRJ,2,lytmqh,13.314,7,0,14,14,14,,,1453135715.24,['8'],0,[1.0684239864349365],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,2,2,1,6.166,2,2,4,4.166,LNRXJH,2,kgdyfm,8.166,7,0,15,15,15,,,1453135728.54,['8'],0,[0.8845820426940918],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,5,2,23456,7.118,2,2,4,5.118,MDJHWK,2,btfgkr,9.118,6,0,16,16,16,,,1453135736.71,['7'],0,[1.3676559925079346],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,2,2,4,6.051,2,7,9,4.051,MWLDYH,2,nkjfgr,13.051,7,0,17,17,17,,,1453135745.83,['8'],0,[0.7844328880310059],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,3,2,45,6.058,2,2,4,4.058,TXJGDQ,2,ryfbmw,8.058,7,0,18,18,18,,,1453135758.89,['8'],0,[0.8842668533325195],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
5,4,2,5,6.162,2,7,9,4.162,FQHLYT,2,xrjdkn,13.162,7,0,19,19,19,,,1453135766.94,['8'],0,[0.7511599063873291],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
0,3,2,123456,6.079,2,2,4,4.079,YRBWLK,2,mfnhdq,8.079,7,0,20,20,20,,,1453135780.09,['8'],0,[1.3679990768432617],2001,2016_Jan_18_1145,PartialTrial,1,59.8862899748,
